id,title,authors,categories,published_date,publisher,average_rating,ratings_count,page_count,description,thumbnail,info_link,preview_link
vIJGAAAAMAAJ,European Readings of American Popular Culture,"John R. Dean, Jean-Paul Gabilliet",History,1996,Praeger,,,296,"Since the Second World War, Europe has undergone a continual invasion: wave after wave of American popular culture. The diffusion of American culture in Europe is both a European story about America and an American story about Europe. This work examines this cross-cultural phenomenon from the European viewpoint. Nearly two dozen European experts in their respective fields offer an invigorating, engaging, and open-minded examination of America as perceived with the acute insight of the interested European outsider—a fruitful tradition that stretches back to Lafayette, de Tocqueville, and Goethe, to name three. Of interest to scholars, students, and general readers alike. The book's focus is both sensuous and intellectual: how America is seen (The Image); heard (Popular Music); perused (The Written Word); digested (Food); learned from its common ways (Social Customs); perceived by minorities (Ethnic Cultures); and taken as an instrument of change (Americanization). It is the first book of its kind published in the United States. It is rich with selected, up-to-date critical bibliographies in areas for which very little information is otherwise available. In sum: a cogent, cross-cultural analysis of how U.S. popular culture exposes both European dreams of well-being and nightmares of discontent. These are insights which deserve to be savored.",http://books.google.com/books/content?id=vIJGAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=vIJGAAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=vIJGAAAAMAAJ&q=fiction&dq=fiction&hl=&cd=269&source=gbs_api
Xb09AQAAMAAJ,"Printers' Ink; the ... Magazine of Advertising, Management and Sales",Unknown,Advertising,1920,,,,2620,,http://books.google.com/books/content?id=Xb09AQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Xb09AQAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=Xb09AQAAMAAJ&q=fiction&dq=fiction&hl=&cd=270&source=gbs_api
GQyQTv0hRG8C,"Eisenschiml V. Fawcett Publications, Inc",Unknown,Uncategorized,1956,,,,808,,http://books.google.com/books/content?id=GQyQTv0hRG8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=GQyQTv0hRG8C&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=GQyQTv0hRG8C&q=fiction&dq=fiction&hl=&cd=271&source=gbs_api
2vES9M_yfKwC,Biennial Report ...,Washington (State). State Library Committee,Libraries,1924,,,,34,,http://books.google.com/books/content?id=2vES9M_yfKwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=2vES9M_yfKwC&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=2vES9M_yfKwC&q=fiction&dq=fiction&hl=&cd=272&source=gbs_api
TJNAAQAAMAAJ,The Irish Ecclesiastical Record,Unknown,Uncategorized,1920,,,,552,,http://books.google.com/books/content?id=TJNAAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=TJNAAQAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=TJNAAQAAMAAJ&q=fiction&dq=fiction&hl=&cd=273&source=gbs_api
x5hZAAAAMAAJ,Conversations on Contemporary Drama,Clayton Meeker Hamilton,Drama,1924,,,,250,,http://books.google.com/books/content?id=x5hZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=x5hZAAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=x5hZAAAAMAAJ&q=fiction&dq=fiction&hl=&cd=274&source=gbs_api
RCvhAAAAMAAJ,"Book Catalog Index Number Three, 1970",University of Western Ontario. School of Library & Information Science,"Catalogs, Book",1970,,,,450,,http://books.google.com/books/content?id=RCvhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=RCvhAAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=RCvhAAAAMAAJ&pg=PA145&dq=fiction&hl=&cd=275&source=gbs_api
5BwWDCn5IJkC,The Northwestern Reporter,Unknown,"Law reports, digests, etc",1920,,,,1044,,http://books.google.com/books/content?id=5BwWDCn5IJkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=5BwWDCn5IJkC&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=5BwWDCn5IJkC&q=fiction&dq=fiction&hl=&cd=276&source=gbs_api
ZSflAAAAMAAJ,Library of Congress Catalogs,Library of Congress,Uncategorized,1976,,,,648,,http://books.google.com/books/content?id=ZSflAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ZSflAAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=ZSflAAAAMAAJ&pg=PA550&dq=fiction&hl=&cd=277&source=gbs_api
3cTnAAAAMAAJ,Publishers' Circular and Booksellers' Record of British and Foreign Literature,Unknown,Bibliography,1895,,,,872,,http://books.google.com/books/content?id=3cTnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=3cTnAAAAMAAJ&source=gbs_api,http://books.google.com/books?id=3cTnAAAAMAAJ&pg=PA471&dq=fiction&hl=&cd=278&source=gbs_api
TPghAQAAMAAJ,Bulletin,School Library Association of California,School libraries,1939,,,,810,,http://books.google.com/books/content?id=TPghAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=TPghAQAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=TPghAQAAMAAJ&q=fiction&dq=fiction&hl=&cd=279&source=gbs_api
824gAQAAMAAJ,Saturday Review of Literature,Unknown,American literature,1944,,,,1074,,http://books.google.com/books/content?id=824gAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=824gAQAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=824gAQAAMAAJ&q=fiction&dq=fiction&hl=&cd=280&source=gbs_api
j_vnAAAAMAAJ,AB Bookman's Weekly,Unknown,Antiquarian booksellers,1986,,,,892,,http://books.google.com/books/content?id=j_vnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=j_vnAAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=j_vnAAAAMAAJ&q=fiction&dq=fiction&hl=&cd=281&source=gbs_api
PDR_ahkTf44C,Subject Index of the Modern Books Acquired by the British Museum in the Years 1916-1920,British Museum. Department of Printed Books,Best books,1922,,,,1040,,http://books.google.com/books/content?id=PDR_ahkTf44C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=PDR_ahkTf44C&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=PDR_ahkTf44C&pg=PA360&dq=fiction&hl=&cd=282&source=gbs_api
DBDcJMNFDo8C,"A Catalog of Books Represented by Library of Congress Printed Cards Issued to July 31, 1942",Unknown,American literature,1942,,,,600,,http://books.google.com/books/content?id=DBDcJMNFDo8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=DBDcJMNFDo8C&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=DBDcJMNFDo8C&q=fiction&dq=fiction&hl=&cd=283&source=gbs_api
LYsPAQAAMAAJ,"The Library Catalogs of the Hoover Institution on War, Revolution, and Peace, Stanford University","Hoover Institution on War, Revolution, and Peace",Uncategorized,1969,,,,856,,http://books.google.com/books/content?id=LYsPAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=LYsPAQAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=LYsPAQAAMAAJ&pg=PA129&dq=fiction&hl=&cd=284&source=gbs_api
JLwkEYCYYUsC,Story World and Photodramatist,Unknown,Uncategorized,1924,,,,478,,http://books.google.com/books/content?id=JLwkEYCYYUsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=JLwkEYCYYUsC&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=JLwkEYCYYUsC&q=fiction&dq=fiction&hl=&cd=285&source=gbs_api
ecYj1brXfEQC,Seattle Survival Guide II,Theresa Morrow,History,1993,,,,366,,http://books.google.com/books/content?id=ecYj1brXfEQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ecYj1brXfEQC&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=ecYj1brXfEQC&pg=PA149&dq=fiction&hl=&cd=286&source=gbs_api
bHwiAQAAIAAJ,Modern American Library Economy as Illustrated by the Newark N. J. Free Public Library: Course of study for normal school pupils on the use of a library,John Cotton Dana,Library education,1925,,,,112,,http://books.google.com/books/content?id=bHwiAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=bHwiAQAAIAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=bHwiAQAAIAAJ&q=fiction&dq=fiction&hl=&cd=287&source=gbs_api
IFr2sUSGMecC,Catalogers' and Classifiers' Yearbook,Unknown,Cataloging,1929,,,,796,,http://books.google.com/books/content?id=IFr2sUSGMecC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=IFr2sUSGMecC&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=IFr2sUSGMecC&q=fiction&dq=fiction&hl=&cd=288&source=gbs_api
Ry3lg7e9CuQC,New Outlook,Unknown,Uncategorized,1921,,5,1,750,,http://books.google.com/books/content?id=Ry3lg7e9CuQC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=Ry3lg7e9CuQC&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=Ry3lg7e9CuQC&q=fiction&dq=fiction&hl=&cd=289&source=gbs_api
5TcnAAAAMAAJ,The Journal of Education,Unknown,Education,1938,,,,658,,http://books.google.com/books/content?id=5TcnAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=5TcnAAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=5TcnAAAAMAAJ&q=fiction&dq=fiction&hl=&cd=290&source=gbs_api
1AdJAQAAMAAJ,The New International Encyclopædia,"Frank Moore Colby, Talcott Williams",Encyclopedias and dictionaries,1917,,,,866,,http://books.google.com/books/content?id=1AdJAQAAMAAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,https://play.google.com/store/books/details?id=1AdJAQAAMAAJ&source=gbs_api,http://books.google.com/books?id=1AdJAQAAMAAJ&pg=PA515&dq=fiction&hl=&cd=291&source=gbs_api
YwkMAQAAMAAJ,Schwann,Unknown,Audiotapes,1989,,,,756,,http://books.google.com/books/content?id=YwkMAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=YwkMAQAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=YwkMAQAAMAAJ&pg=PA34&dq=fiction&hl=&cd=292&source=gbs_api
EB6kSA4Cmc0C,The Parliamentary Debates (official Report).,Great Britain. Parliament. House of Lords,Great Britain,1926,,,,610,Contains the 4th session of the 28th Parliament through the session of the Parliament.,http://books.google.com/books/content?id=EB6kSA4Cmc0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=EB6kSA4Cmc0C&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=EB6kSA4Cmc0C&q=fiction&dq=fiction&hl=&cd=293&source=gbs_api
a3TPAAAAMAAJ,The Outlook,"Lyman Abbott, Hamilton Wright Mabie, Ernest Hamlin Abbott, Francis Rufus Bellamy",United States,1923,,,,690,,http://books.google.com/books/content?id=a3TPAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=a3TPAAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=a3TPAAAAMAAJ&q=fiction&dq=fiction&hl=&cd=294&source=gbs_api
zqonAQAAMAAJ,A Room of One's Own,Ellen Bayuk Rosenman,Language Arts & Disciplines,1995,Macmillan Reference USA,,,158,". Along with preliminary chapters discussing the essay in the context of Woolf's own history and how it was received by critics, Rosenman devotes a fascinating chapter to the importance of the very new and few women's colleges in England at the time Woolf wrote A Room of One's Own, which derived from speeches she gave at the two women's colleges in Oxford a year before.",http://books.google.com/books/content?id=zqonAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=zqonAQAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=zqonAQAAMAAJ&q=fiction&dq=fiction&hl=&cd=295&source=gbs_api
08_792_WyngC,Crisis and National Co-operative Trades Union Gazette,Unknown,Socialism,1968,,,,438,,http://books.google.com/books/content?id=08_792_WyngC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=08_792_WyngC&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=08_792_WyngC&q=fiction&dq=fiction&hl=&cd=296&source=gbs_api
dkLhAAAAMAAJ,"American Reference Books Annual, 2002","Bohdan S. Wynar, Libraries Unlimited",Language Arts & Disciplines,2002-05,Libraries Unlimited,,,840,"This source of information on comtemporary American reference works is intended for the library and information community. It has nearly 1600 descriptive and evaluative entries, and reviews material from more than 300 publishers in nearly 500 subject areas. It should help the user keep abreast of reference publications in all fields, answer everyday questions and build up reference collections.",http://books.google.com/books/content?id=dkLhAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=dkLhAAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=dkLhAAAAMAAJ&pg=PA488&dq=fiction&hl=&cd=297&source=gbs_api
qCbyAAAAMAAJ,Mercury,Unknown,Astronomy,1986,,,,404,,http://books.google.com/books/content?id=qCbyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=qCbyAAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=qCbyAAAAMAAJ&q=fiction&dq=fiction&hl=&cd=298&source=gbs_api
qQI5AAAAMAAJ,Romanic Review,Henry Alfred Todd,Electronic journals,1928,,,,444,,http://books.google.com/books/content?id=qQI5AAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=qQI5AAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=qQI5AAAAMAAJ&q=fiction&dq=fiction&hl=&cd=299&source=gbs_api
pB8iAQAAMAAJ,Drug Trade Weekly,Unknown,Pharmaceutical industry,1921,,,,1126,,http://books.google.com/books/content?id=pB8iAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=pB8iAQAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=pB8iAQAAMAAJ&q=fiction&dq=fiction&hl=&cd=300&source=gbs_api
bH1MAAAAMAAJ,Readers' Guide to Periodical Literature,Unknown,Periodicals,1926,,,,1246,,http://books.google.com/books/content?id=bH1MAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=bH1MAAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=bH1MAAAAMAAJ&pg=PA351&dq=fiction&hl=&cd=301&source=gbs_api
tgp9KoMFeq0C,The New Encyclopædia Britannica,Unknown,Encyclopedias and dictionaries,1981,,,,1126,,http://books.google.com/books/content?id=tgp9KoMFeq0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=tgp9KoMFeq0C&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=tgp9KoMFeq0C&pg=PA295&dq=fiction&hl=&cd=302&source=gbs_api
A3EBM6oiJxsC,The History and Character of Calvinism,John Thomas McNeill,History,1923,New York : Oxford University Press,,,976,This is a masterful historical portrait of the whole movement of Calvinism for general readers and scholars alike.,http://books.google.com/books/content?id=A3EBM6oiJxsC&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=A3EBM6oiJxsC&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=A3EBM6oiJxsC&q=fiction&dq=fiction&hl=&cd=303&source=gbs_api
AamMEAAAQBAJ,Summertime,J. M. Coetzee,Fiction,2010-10-26,National Geographic Books,,,0,"""Not since Disgrace, has he written with such urgency and feeling."" -The New Yorker J.M. Coetzee's latest novel, The Schooldays of Jesus, is now available from Viking. Late Essays: 2006-2016 will be available January 2018. Nobel Prize-winning author J. M. Coetzee's new book follows a young biographer as he works on a book about the late writer, John Coetzee. The biographer embarks on a series of interviews with people who were important to Coetzee during the period when he was ""finding his feet as a writer""-in his thirties and sharing a run-down cottage in the suburbs of Cape Town with his widowed father. Their testimonies create an image of an awkward, reserved, and bookish young man who finds it difficult to connect with the people around him. An innovative and inspired work of fiction-incisive, elegant, and often surprisingly funny- Summertime allows one of the most revered writers of our time to imagine his own life with a critical and unsparing eye.",http://books.google.com/books/content?id=AamMEAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=AamMEAAAQBAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=AamMEAAAQBAJ&dq=fiction&hl=&cd=304&source=gbs_api
PtQYAAAAYAAJ,Nineteenth-century Studies,Unknown,English literature,2002,,,,204,,http://books.google.com/books/content?id=PtQYAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=PtQYAAAAYAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=PtQYAAAAYAAJ&q=fiction&dq=fiction&hl=&cd=305&source=gbs_api
6RhbAAAAMAAJ,Poe & Fanny,John May,Fiction,2004-01-04,A Shannon Ravenel Book,,,344,Presents a fictionalized account of a possible love affair between Edgar Poe and the poet Fanny Osgood.,http://books.google.com/books/content?id=6RhbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=6RhbAAAAMAAJ&dq=fiction&hl=&source=gbs_api,http://books.google.com/books?id=6RhbAAAAMAAJ&q=fiction&dq=fiction&hl=&cd=306&source=gbs_api
